service_id,date,exception_type
2874384,20190703,1
2874384,20190704,1
2874384,20190708,1
2874384,20190709,1
2874384,20190710,1
2874384,20190711,1
2874384,20190712,1
2874384,20190902,1
2874384,20190903,1
2874384,20190904,1
2874384,20190905,1
2874384,20190906,1
2874384,20190909,1
2874384,20190910,1
2874384,20190911,1
2874384,20190912,1
2874384,20190916,1
2874384,20190917,1
2874384,20190918,1
2874384,20190919,1
2874384,20190920,1
2874384,20190923,1
2874384,20190924,1
2874384,20190925,1
2874384,20190926,1
2874384,20190927,1
2874384,20190930,1
2874384,20191001,1
2874384,20191002,1
2874384,20191003,1
2874384,20191004,1
2874384,20191007,1
2874384,20191008,1
2874384,20191009,1
2874384,20191010,1
2874384,20191011,1
2874384,20191014,1
2874384,20191015,1
2874384,20191016,1
2874384,20191017,1
2874384,20191018,1
2874384,20191021,1
2874384,20191022,1
12773704,20190722,1
12773704,20190729,1
12773704,20190805,1
12773704,20190812,1
12773704,20190816,1
12773704,20190819,1
12773704,20190826,1
12773705,20190715,1
2845673,20190425,1
2845673,20190617,1
2845673,20190618,1
2845673,20190619,1
2845673,20190620,1
2845673,20190624,1
2845673,20190625,1
2845673,20190626,1
2845673,20190627,1
2919387,20190505,1
2874385,20190510,1
2874385,20190517,1
2874385,20190524,1
2874385,20190531,1
2874385,20190604,1
2874385,20190607,1
2874385,20190705,1
2874385,20190913,1
2773705,20190714,1
12874384,20190430,1
12874384,20190501,1
12874384,20190503,1
12874384,20190504,1
12874384,20190508,1
12874384,20190510,1
12874384,20190514,1
12874384,20190515,1
12874384,20190516,1
12874384,20190517,1
12874384,20190521,1
12874384,20190522,1
12874384,20190523,1
12874384,20190524,1
12874384,20190528,1
12874384,20190529,1
12874384,20190530,1
12874384,20190604,1
12874384,20190606,1
12874384,20190607,1
12874384,20190612,1
12874384,20190613,1
12874384,20190614,1
12874384,20190702,1
12874384,20190703,1
12874384,20190704,1
12874384,20190705,1
12874384,20190709,1
12874384,20190710,1
12874384,20190711,1
12874384,20190712,1
12874384,20190713,1
12874384,20190903,1
12874384,20190904,1
12874384,20190905,1
12874384,20190906,1
12874384,20190907,1
12874384,20190910,1
12874384,20190911,1
12874384,20190912,1
12874384,20190913,1
12874384,20190917,1
12874384,20190918,1
12874384,20190919,1
12874384,20190920,1
12874384,20190921,1
12874384,20190924,1
12874384,20190925,1
12874384,20190926,1
12874384,20190927,1
12874384,20190928,1
12874384,20191001,1
12874384,20191002,1
12874384,20191003,1
12874384,20191004,1
12874384,20191005,1
12874384,20191008,1
12874384,20191009,1
12874384,20191010,1
12874384,20191011,1
12874384,20191012,1
12874384,20191015,1
12874384,20191016,1
12874384,20191017,1
12874384,20191018,1
12874384,20191019,1
12874384,20191022,1
12874384,20191023,1
2919386,20190506,1
12874385,20190511,1
12874385,20190518,1
12874385,20190525,1
12874385,20190601,1
12874385,20190605,1
12874385,20190608,1
12874385,20190706,1
12874385,20190914,1
12919386,20190507,1
2787700,20190512,1
2787700,20190901,1
2787700,20190915,1
12919387,20190506,1
